question,worker,answer
100,30,1
252,10,1
90,10,1
782,9,1
243,8,1
57,9,1
664,8,1
163,5,1
415,164,1
324,90,0
481,119,0
59,167,0
323,166,1
64,22,0
524,5,1
413,59,0
51,8,0
620,142,1
348,11,0
191,53,1
82,10,0
498,1,0
425,106,0
281,3,1
628,167,0
255,8,1
397,5,1
792,8,1
42,9,1
784,82,1
202,164,1
154,165,0
73,168,1
213,8,1
634,147,0
754,50,1
796,9,1
124,35,0
489,126,0
122,166,1
311,87,1
316,9,1
694,122,1
232,72,1
355,97,0
501,166,1
367,5,1
343,3,0
87,5,0
674,7,1
484,167,1
791,138,0
737,5,1
608,138,0
144,14,0
618,121,1
35,12,0
713,14,0
132,8,1
538,165,1
410,59,1
175,46,1
8,167,1
333,85,0
551,9,1
108,6,0
40,19,1
756,168,1
206,53,1
586,166,0
405,5,0
651,151,1
364,6,1
632,8,1
404,9,1
758,8,1
272,5,0
450,23,1
126,168,1
184,5,1
39,11,1
489,1,1
93,6,1
278,3,0
21,15,0
331,85,1
157,166,0
78,27,0
554,164,1
40,9,0
407,20,1
598,167,0
271,80,0
105,8,1
611,5,0
337,8,0
680,5,1
723,67,1
672,152,0
443,9,0
246,74,1
232,74,1
423,8,0
142,9,0
202,165,1
370,9,0
42,18,0
640,147,0
703,165,1
411,7,1
37,168,0
771,82,0
347,3,1
154,168,0
782,158,1
658,8,1
14,8,0
779,167,0
167,5,1
351,95,0
50,164,1
302,83,1
433,166,1
183,48,1
636,9,1
705,46,1
488,7,0
339,85,1
583,167,0
236,15,1
512,164,1
321,87,1
588,107,0
475,3,1
599,138,1
150,43,0
347,5,1
209,61,1
495,8,1
505,40,0
185,14,1
436,9,1
584,5,0
633,146,0
765,5,1
779,1,0
55,21,1
376,7,0
93,1,1
663,167,0
512,40,0
311,86,1
631,166,0
47,5,1
207,58,1
218,3,1
529,0,0
777,82,0
87,1,1
550,8,1
724,90,1
744,165,0
636,144,1
17,1,1
701,15,1
343,32,0
272,9,1
481,164,0
618,7,1
526,1,0
338,91,1
596,166,0
431,3,1
575,64,0
564,7,1
449,5,1
432,9,1
388,104,1
435,168,1
41,166,1
127,167,0
269,9,0
674,164,0
112,5,1
391,164,1
529,5,0
24,164,1
651,144,1
0,1,1
206,168,0
657,166,1
517,11,0
353,94,0
417,55,1
355,95,0
333,1,0
218,70,1
31,3,1
307,168,0
58,8,1
629,146,0
779,164,0
674,165,0
45,20,0
8,166,1
631,165,0
214,3,1
447,114,0
41,168,1
607,140,1
421,20,1
200,165,0
438,8,1
719,90,1
678,5,0
403,8,1
341,5,1
428,7,0
534,133,1
631,127,1
443,111,0
640,166,0
773,5,0
749,50,1
712,89,1
688,165,0
107,38,0
295,168,0
697,122,1
734,3,0
257,167,1
540,133,1
515,130,0
421,54,0
598,8,0
206,165,0
110,38,1
428,167,1
770,9,1
543,7,1
746,163,0
99,28,1
570,62,0
689,15,1
796,142,0
372,166,0
608,165,0
486,127,0
477,8,0
45,21,0
41,167,1
718,88,1
287,9,0
212,69,0
361,11,0
660,67,1
383,8,1
328,67,1
146,5,0
117,34,1
185,167,1
157,5,1
447,17,0
544,21,1
363,100,0
521,40,0
565,62,1
659,67,0
66,22,0
398,105,0
42,8,0
766,165,1
122,9,1
394,101,0
212,67,1
233,8,1
207,7,1
149,165,1
693,46,0
520,129,0
773,9,1
296,15,0
484,9,1
230,3,0
60,22,1
298,30,0
511,8,1
727,9,1
181,48,1
566,167,0
219,5,0
749,1,1
418,20,0
460,23,0
201,15,1
415,168,1
399,103,0
520,165,1
578,165,0
559,135,1
202,9,1
369,14,1
663,30,0
789,13,1
587,100,0
481,8,1
754,9,1
405,108,0
414,56,0
269,5,1
302,3,1
130,39,1
290,166,1
12,2,1
590,165,0
168,1,1
582,7,1
791,164,1
616,7,0
582,9,1
126,9,1
349,32,1
790,13,0
743,8,0
640,145,1
131,7,1
448,113,0
236,9,1
483,5,1
570,164,0
442,7,0
713,55,0
195,167,1
629,7,1
425,109,0
221,5,1
457,116,0
738,161,1
242,8,1
104,30,1
689,124,0
222,3,1
166,23,1
311,85,0
552,165,0
56,17,1
758,1,1
482,1,1
304,165,0
417,8,1
752,41,0
370,164,1
788,167,0
501,164,1
681,156,1
18,5,1
639,9,1
434,111,1
701,120,1
595,1,1
172,5,1
440,9,1
203,52,1
630,146,1
358,3,0
100,7,1
594,1,0
161,23,1
20,12,0
732,6,1
95,1,1
128,165,0
177,48,0
488,100,1
740,6,0
92,28,0
13,9,0
698,46,1
380,166,0
584,168,1
304,84,1
442,41,0
648,8,0
148,167,1
642,7,1
304,168,0
282,7,1
497,14,1
353,95,0
597,8,1
187,167,1
562,135,1
323,9,1
496,5,1
366,5,1
231,167,0
504,5,1
611,138,0
348,32,1
174,49,1
666,155,1
627,165,1
200,7,0
763,9,1
734,164,1
166,7,1
69,24,1
580,8,1
546,137,0
628,148,0
602,164,0
26,10,0
262,76,0
280,83,0
182,7,1
649,5,1
86,5,1
265,168,0
119,5,0
444,41,0
498,5,0
360,32,0
196,7,1
568,62,0
602,7,1
27,14,0
438,3,0
580,168,0
738,160,1
117,6,1
509,166,0
302,5,1
517,167,1
607,139,0
626,144,1
272,166,1
447,5,0
415,167,1
107,5,0
92,7,1
461,115,1
577,53,0
470,165,0
581,107,1
439,7,1
639,167,0
85,5,0
468,8,1
86,168,1
298,31,1
193,51,0
82,7,1
195,53,0
619,8,1
58,19,0
601,7,1
608,9,1
593,3,1
624,9,1
494,125,0
592,164,1
110,5,1
112,6,1
676,8,0
267,8,1
377,6,1
646,8,1
211,68,1
732,7,1
120,37,0
489,100,0
783,5,1
250,74,0
474,5,1
132,9,1
443,8,0
601,139,1
767,7,1
385,104,0
766,1,0
131,14,0
81,8,1
463,115,1
40,1,0
152,1,1
340,164,0
636,145,0
83,168,0
476,14,0
494,9,0
686,5,1
205,8,1
171,167,0
322,85,0
506,128,0
754,124,0
56,9,1
500,126,0
524,132,1
115,8,1
189,15,0
448,116,0
396,36,0
104,1,1
36,13,1
775,168,1
545,8,1
413,54,0
297,15,1
202,52,0
633,166,1
740,7,1
128,14,0
477,117,0
8,6,1
278,1,0
603,138,1
289,33,0
638,146,1
165,15,1
455,112,1
84,10,1
122,165,1
28,15,1
735,159,1
58,5,0
76,5,1
279,81,1
272,3,0
603,168,1
604,9,1
598,99,1
309,86,0
418,55,1
787,9,1
128,5,1
780,1,0
218,5,1
199,164,0
649,149,0
147,44,1
544,9,1
380,14,1
539,9,1
132,5,1
151,167,0
461,23,1
626,146,1
277,8,1
152,8,1
450,1,1
151,7,1
661,67,0
314,167,1
568,63,0
496,8,0
288,167,1
109,165,1
486,125,0
495,100,1
2,6,1
295,32,0
415,57,0
15,4,1
556,135,1
335,168,1
437,106,0
38,12,1
462,114,1
559,8,1
432,164,1
436,164,1
284,83,0
767,9,0
162,43,0
94,8,0
647,30,1
264,75,1
766,85,0
520,167,1
421,166,1
210,61,0
474,166,0
175,9,1
272,80,1
661,164,0
274,166,1
422,7,0
201,167,1
726,8,1
421,58,0
375,9,1
579,60,0
217,9,1
210,7,1
437,111,0
137,42,1
175,168,1
156,168,0
154,23,1
247,3,0
698,15,1
474,9,1
193,5,1
621,55,0
216,3,0
366,7,1
579,9,1
422,165,1
185,49,0
119,8,1
196,164,0
172,164,1
596,9,1
464,113,1
76,22,0
264,76,1
646,5,0
84,6,1
58,1,1
168,14,0
571,166,1
470,3,0
394,8,1
422,56,0
65,5,1
745,1,0
537,166,1
357,3,0
238,1,1
19,8,0
375,7,1
476,9,1
36,10,1
144,7,1
619,1,0
180,9,1
323,84,0
37,13,0
465,5,1
443,168,0
672,7,1
202,166,1
206,51,1
669,7,1
554,165,1
770,8,1
682,155,1
524,1,1
688,46,0
365,7,0
212,3,1
280,9,1
425,41,0
765,92,0
239,72,1
755,8,1
9,2,1
597,3,0
581,5,0
658,144,1
575,61,1
421,55,1
767,1,0
268,10,0
274,80,1
117,8,1
429,110,1
482,118,1
357,94,0
379,9,1
433,5,0
659,164,0
663,9,1
650,5,0
629,168,1
76,9,1
19,5,1
592,108,0
482,3,1
484,168,1
417,9,1
448,17,1
454,116,0
149,23,0
745,11,0
70,8,1
189,50,0
707,8,1
1,3,0
783,46,0
702,120,1
653,149,1
520,168,1
309,164,0
672,9,1
220,3,1
480,118,1
432,7,1
495,126,1
324,14,0
50,165,1
606,166,1
607,123,1
151,5,0
34,15,0
106,164,1
114,1,0
598,164,0
10,4,0
371,100,0
615,5,1
495,125,1
428,3,0
12,5,0
449,8,0
269,75,1
138,166,0
307,85,1
143,20,0
214,9,1
329,92,0
126,6,1
675,152,0
695,123,0
236,71,0
440,7,1
602,166,0
157,15,1
364,100,1
277,167,1
489,14,0
441,5,1
752,162,1
195,166,1
215,68,1
28,166,0
334,7,1
645,168,1
84,28,1
517,7,1
625,145,1
73,24,0
595,5,1
386,36,0
302,82,1
720,1,1
734,6,1
791,8,1
158,1,1
251,166,0
767,15,1
5,2,1
168,165,1
506,165,1
312,166,0
268,168,1
539,3,0
699,3,0
193,52,0
269,76,1
389,101,0
627,147,0
725,160,0
737,7,0
607,164,0
781,118,0
76,166,0
662,9,1
28,164,0
644,144,1
607,138,1
287,31,0
59,1,0
50,167,1
538,8,0
453,113,1
407,58,0
788,5,1
765,164,1
19,0,1
73,8,1
11,1,0
277,7,1
478,117,1
305,165,1
594,168,0
25,3,1
34,9,1
511,130,1
64,25,1
167,46,0
784,118,1
624,5,0
163,1,1
350,32,1
714,8,1
179,48,1
113,8,1
728,5,0
478,14,1
278,164,1
441,7,1
110,8,1
687,1,1
245,74,1
130,9,1
737,6,0
8,9,1
288,165,1
11,7,1
235,1,0
170,167,1
30,12,0
148,43,1
234,168,1
632,144,1
564,8,0
359,8,1
766,167,1
579,62,0
616,8,1
447,116,0
224,8,0
234,165,1
248,165,1
651,150,1
258,8,1
469,9,1
154,43,1
758,50,0
316,8,0
555,21,0
107,34,0
320,87,1
718,89,0
488,1,1
287,8,1
519,130,0
369,8,1
574,8,0
498,8,0
722,5,0
60,25,0
694,46,1
81,15,1
151,166,0
595,165,1
307,84,1
463,113,1
28,8,0
282,5,0
49,18,1
22,8,1
76,7,1
227,3,1
466,7,1
561,134,0
103,1,0
157,43,1
772,1,1
742,9,0
24,15,1
390,101,1
682,123,1
37,16,0
575,8,1
346,11,0
308,84,0
703,168,1
780,158,0
53,9,1
441,41,0
782,5,1
5,3,1
275,5,1
382,98,0
25,16,1
632,148,0
611,166,1
148,164,1
676,123,1
180,5,0
725,167,0
532,166,1
43,165,0
669,152,1
618,8,1
487,100,0
268,9,1
631,8,1
407,7,1
259,10,0
283,8,1
198,52,1
620,121,1
303,7,1
445,1,0
194,164,1
85,6,1
211,69,1
699,123,0
448,5,1
597,166,0
736,44,0
337,166,0
632,167,0
596,108,0
649,144,0
128,168,0
754,162,1
121,38,1
723,88,1
320,7,0
266,167,1
776,165,0
248,71,1
262,10,0
282,83,1
341,15,0
145,39,1
340,168,0
706,123,1
160,7,1
108,36,0
582,167,0
676,9,1
111,8,1
635,146,1
476,8,1
765,7,1
308,87,1
86,29,0
702,164,0
297,31,1
327,55,1
385,164,1
775,8,1
252,75,0
334,164,1
191,51,1
307,7,1
609,139,1
82,5,1
462,5,1
325,8,1
686,1,1
369,167,1
719,55,1
234,5,0
552,136,0
693,123,0
466,1,0
735,6,1
763,50,1
101,166,0
592,166,1
661,167,0
727,6,1
424,57,1
617,5,0
288,15,1
134,39,0
9,0,1
137,20,0
613,165,1
525,168,0
322,167,1
38,11,0
118,6,0
531,9,1
547,46,0
161,43,1
574,61,0
489,8,0
422,59,0
201,164,1
715,5,0
638,8,1
126,1,0
550,135,1
170,49,0
270,76,1
570,63,0
685,158,1
371,164,0
398,5,1
221,66,0
223,67,1
199,9,1
67,26,1
743,44,1
522,8,0
181,8,0
129,168,1
323,87,1
305,15,0
470,7,1
414,7,1
162,7,0
513,131,0
240,5,0
791,13,0
510,11,0
342,8,1
8,165,1
618,165,1
333,91,0
184,7,1
332,164,0
544,5,1
499,14,0
491,127,1
735,161,1
205,7,1
340,8,1
424,9,0
354,165,1
505,129,0
730,160,1
385,9,0
354,96,1
96,9,1
313,86,0
109,6,1
787,166,0
155,45,0
548,21,0
529,132,0
745,9,1
501,126,0
484,117,0
131,40,1
255,5,1
783,8,1
413,58,0
128,39,0
416,9,1
779,157,0
87,168,1
267,10,0
156,44,0
541,1,1
327,5,1
697,15,0
23,16,0
797,1,1
58,167,0
78,8,1
604,139,0
680,7,1
625,8,1
228,9,1
611,13,0
418,59,0
77,26,1
510,164,1
612,1,0
67,22,0
177,167,1
34,3,0
372,5,0
24,14,0
192,8,1
404,1,1
98,167,0
612,142,0
221,9,1
521,166,1
217,68,1
392,103,1
45,166,1
349,11,1
209,62,0
558,134,1
530,133,0
179,167,1
249,71,1
681,155,1
683,153,0
17,2,0
465,1,0
273,83,1
716,166,1
764,164,0
539,7,1
708,127,0
438,5,0
245,9,1
428,41,0
588,166,0
718,166,1
99,15,1
654,30,0
668,156,1
236,5,1
503,5,1
114,6,1
701,46,1
3,9,1
193,168,1
189,5,0
64,27,0
483,14,0
651,7,1
51,17,1
785,8,1
596,107,0
667,5,1
244,72,1
786,123,1
102,5,1
654,9,1
600,7,1
240,15,0
769,165,0
494,5,1
126,5,0
35,8,1
607,9,0
331,8,1
779,118,0
410,8,1
484,1,1
414,165,1
253,75,1
440,110,0
279,1,1
493,9,1
748,50,0
639,144,1
657,30,0
203,50,1
108,38,0
227,9,1
584,166,1
239,5,1
435,109,0
290,165,1
567,9,1
532,7,1
513,40,0
305,86,1
746,1,0
699,8,0
61,9,0
764,166,0
148,1,0
367,98,1
280,167,0
298,8,1
169,5,1
660,151,1
600,139,0
725,44,0
236,8,1
667,164,1
370,14,0
420,9,1
84,5,1
640,5,0
396,102,0
472,168,0
139,39,0
124,8,1
361,3,0
519,166,1
32,12,1
585,100,1
777,8,1
466,166,0
383,104,0
371,9,0
794,143,0
173,49,0
351,97,0
325,14,0
661,8,1
611,167,1
533,133,1
741,44,1
526,5,0
335,164,1
550,137,1
309,7,1
443,41,0
170,165,1
127,166,0
136,9,1
126,36,1
757,9,1
681,9,1
379,99,0
674,153,0
298,5,1
87,165,1
467,3,1
759,124,0
120,34,0
718,1,1
338,15,1
495,1,1
717,167,1
740,161,0
160,1,1
609,123,1
184,48,1
537,99,0
599,8,1
356,8,1
692,164,1
112,35,1
483,117,0
491,8,1
31,12,0
672,5,0
757,1,0
691,124,0
432,106,0
566,9,1
317,15,0
464,115,1
656,166,1
717,88,1
187,10,0
713,88,0
606,7,0
504,164,1
799,121,1
8,3,0
656,30,1
18,4,0
498,100,0
339,1,1
354,97,0
682,9,1
57,1,1
129,40,0
769,167,0
300,7,1
101,7,1
704,124,1
254,76,1
656,164,1
478,9,1
52,166,0
704,46,0
103,7,1
621,166,1
673,153,0
675,168,0
780,5,1
300,3,1
704,15,1
53,17,1
601,164,1
54,5,1
349,3,1
541,0,1
663,151,0
638,145,1
167,49,0
619,141,0
489,9,1
101,31,0
687,157,0
590,8,1
704,121,1
574,62,1
301,167,1
235,8,1
381,100,0
198,10,1
186,8,1
465,8,1
673,7,0
393,8,1
213,65,1
298,9,1
747,11,0
779,165,0
292,8,1
580,60,0
293,9,1
516,40,1
465,118,0
692,168,1
196,9,1
72,26,0
285,5,0
547,9,1
256,77,1
136,39,1
477,1,0
313,7,0
75,25,1
543,9,1
754,164,1
574,60,1
788,8,1
288,7,1
138,167,0
88,5,1
345,8,1
687,166,1
606,139,0
96,7,0
387,101,0
714,88,1
605,123,1
612,168,0
226,69,0
534,9,0
390,105,0
650,150,0
615,7,1
450,8,1
288,164,1
429,9,1
331,5,1
232,15,1
577,168,0
385,105,1
643,9,1
515,9,1
269,79,1
551,137,0
769,8,1
187,166,1
19,168,1
595,164,1
210,3,0
512,129,0
23,14,0
678,154,0
564,62,0
122,37,0
67,23,1
8,5,1
310,7,0
125,36,0
68,22,0
180,48,1
765,167,1
642,127,0
711,55,1
54,1,0
717,165,1
263,5,1
474,3,0
125,9,1
146,39,0
162,8,1
403,107,0
59,8,1
266,165,1
413,9,0
541,3,1
537,8,1
725,3,0
451,113,0
332,92,1
212,8,1
98,9,1
203,7,0
173,8,1
467,5,0
699,124,0
758,165,1
615,1,1
621,143,1
611,140,0
331,1,1
41,17,1
398,167,0
617,164,1
318,5,0
508,129,0
206,164,0
652,5,1
618,143,0
510,129,0
418,58,0
382,8,1
755,9,1
302,1,1
235,164,1
688,168,0
731,8,1
294,167,0
500,125,0
446,116,1
289,164,1
492,166,0
67,9,1
233,5,1
688,166,0
768,7,1
15,9,0
581,100,0
601,138,1
430,109,0
708,1,1
497,125,1
676,7,0
783,166,0
92,1,1
758,162,0
612,143,0
270,79,1
590,108,0
471,9,1
291,15,1
138,41,0
785,46,0
458,17,1
107,9,1
446,114,1
552,9,1
602,99,0
42,19,0
414,8,1
169,9,1
319,5,0
443,7,0
754,41,0
50,17,1
113,38,1
673,155,1
529,1,0
644,151,1
171,47,1
113,35,1
314,86,1
708,166,0
351,8,1
486,126,0
340,165,0
410,54,1
151,168,0
538,164,1
267,167,0
350,95,1
101,15,0
270,77,1
136,20,1
166,44,1
58,18,1
519,7,1
21,168,1
132,41,1
592,100,0
535,99,0
231,166,0
673,8,1
502,9,0
72,7,1
344,11,0
194,51,0
620,143,1
229,67,0
210,53,0
515,129,1
581,108,1
172,49,0
112,36,1
319,9,1
582,5,0
368,100,0
579,167,0
798,5,0
263,8,1
772,5,0
214,8,1
499,8,0
601,5,1
629,148,0
607,13,0
404,5,0
192,9,1
136,14,1
404,107,0
474,164,0
371,8,1
704,9,1
762,8,1
563,46,0
24,165,1
745,163,0
433,109,0
604,138,0
81,164,1
525,7,1
695,121,1
43,164,0
302,7,1
508,7,0
223,9,1
545,168,1
143,5,1
201,8,1
717,32,1
787,139,0
389,105,0
663,144,0
679,155,1
40,166,1
795,7,1
603,139,1
444,5,1
88,1,1
390,103,0
531,3,0
358,96,0
67,27,1
127,165,0
208,165,0
22,165,0
544,135,1
31,168,0
780,118,0
509,9,0
333,164,0
521,11,0
199,168,0
740,9,1
725,161,0
674,8,1
623,9,1
760,41,1
696,123,0
295,164,0
617,166,1
158,15,1
31,11,0
334,167,1
467,119,1
344,9,1
282,167,0
171,168,0
336,91,0
45,17,0
227,65,1
146,8,1
157,9,1
117,37,1
679,9,0
605,8,1
203,51,1
63,9,1
730,9,1
329,166,1
705,123,1
170,7,1
122,167,1
721,67,0
235,3,0
397,101,1
20,14,0
768,167,0
335,9,1
673,9,0
727,5,1
335,5,1
641,5,1
402,166,0
229,65,0
571,64,0
730,6,1
682,153,1
376,165,1
604,7,0
240,3,0
308,166,1
530,3,0
332,168,0
371,98,0
245,166,1
667,168,1
166,5,1
543,168,1
280,168,0
741,5,1
669,154,1
523,129,0
532,5,1
706,46,1
481,1,0
129,8,1
358,5,0
185,7,1
795,142,0
63,164,1
13,0,0
81,10,0
575,3,1
168,47,0
747,124,1
305,84,0
471,14,1
761,164,1
83,29,0
592,165,1
276,168,1
553,55,0
346,32,0
729,160,1
60,9,1
81,7,1
509,164,0
344,94,0
18,165,0
632,145,1
660,8,1
317,9,0
338,85,0
717,5,1
590,1,1
380,100,0
742,6,1
291,31,1
341,85,1
602,168,0
235,73,0
666,123,1
451,1,0
306,167,1
711,67,1
213,168,1
655,9,0
429,5,1
560,5,1
721,14,0
268,75,0
717,164,1
316,15,1
472,119,0
5,5,1
301,5,1
211,3,1
770,7,1
507,9,1
243,1,1
506,5,1
684,166,0
475,5,1
768,168,0
657,67,0
563,135,0
359,96,1
35,165,1
733,164,0
70,23,0
350,3,0
758,161,0
205,9,1
102,7,1
574,3,1
94,1,1
777,46,0
137,40,1
494,7,0
99,8,0
487,8,1
649,164,1
226,8,1
661,7,0
277,5,1
611,164,1
13,6,0
656,168,1
532,1,1
298,1,1
184,49,0
699,121,0
392,8,1
537,0,1
693,9,1
338,168,0
520,5,1
331,15,1
331,93,0
296,33,1
716,165,1
265,9,1
364,1,1
266,9,1
418,9,1
459,114,1
92,29,0
275,8,1
477,165,0
606,138,0
220,68,1
299,3,0
621,7,1
332,15,1
561,46,0
122,36,1
454,113,0
510,5,1
282,80,1
197,51,1
17,5,1
214,68,1
546,136,0
316,168,1
727,8,1
230,68,0
360,94,0
253,10,1
729,6,1
606,99,0
745,8,1
321,44,1
377,14,1
46,166,1
325,89,0
335,166,1
154,164,0
444,111,1
58,17,1
40,164,1
248,167,1
106,166,1
56,21,1
239,15,1
628,166,0
458,5,1
2,1,0
495,5,0
690,121,1
600,9,1
409,54,0
87,166,1
237,8,0
60,24,0
74,24,1
398,102,0
607,166,0
348,95,1
356,95,1
566,60,0
249,1,0
35,13,1
395,21,0
281,83,1
718,90,1
401,103,1
122,34,0
175,165,1
758,167,1
405,100,0
442,167,1
515,7,1
441,165,1
537,165,1
266,79,1
129,5,0
244,15,1
374,7,0
398,104,0
655,151,0
44,167,0
324,89,0
186,14,1
729,3,1
789,140,0
714,67,1
423,58,0
618,1,0
114,8,0
445,8,0
590,7,1
433,9,1
252,76,1
54,3,0
448,115,0
703,3,0
794,165,1
684,168,0
410,9,1
411,9,0
322,5,0
34,168,0
656,67,0
170,166,1
105,33,0
718,32,1
557,8,1
127,8,1
629,9,1
593,165,0
139,40,0
409,20,0
311,7,1
203,168,0
796,5,0
546,46,0
318,164,0
544,46,1
780,168,0
34,13,0
90,166,0
681,5,1
376,100,1
787,168,0
783,118,0
39,8,1
321,164,0
30,15,0
222,68,1
332,85,1
82,28,1
716,14,0
288,166,1
364,5,0
476,168,0
47,20,1
177,1,0
